4270261,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['databas', 'multimedia databas', 'databas scale', 'imag databas']
58630,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,2,0.5,0.5,0.5,16,['refraction', 'hierarch cluster', 'model-bas cluster', 'larg dataset']
4794787,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['process', 'user-cent process', 'kdd process', 'discoveri process']
902409,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['record', 'patient record', 'hospit patient record', 'cancer patient record']
11980488,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.2,0.22222222222222224,17,['classif', 'graph classif', 'classif algorithm', 'qualiti classif']
434661,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,1,['period pattern', 'seri data', 'asynchron period', 'time seri']
980627,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,18,['mine', 'mine workflow mine', 'workflow mine workflow', 'probabilist workflow mine']
27107,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['predict', 'predict transact', 'predict power', 'predict transact data']
9479071,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,16,['data', 'network data', 'real-world data', 'social network data']
1225233,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,2,0.5,0.5,0.5,17,['machin', 'vector machin', 'support vector machin', 'nomogram']
303639,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.16666666666666666,0.2,18,['cluster', 'overlap cluster', 'cluster algorithm', 'cluster model']
4738342,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,18,['imbal', 'class imbal', 'classifi error', 'trend']
9662316,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,2,0.5,0.4,0.4444444444444445,18,['dimens', 'social dimens', 'relat learn', 'latent']
9389455,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.2,0.22222222222222224,18,['advertis', 'contextu advertis', 'web document', 'multi-top web']
552094,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,2,0.5,0.5,0.5,17,['system', 'recommend system', 'futur recommend system', 'time seri']
9965882,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,18,['algorithm', 'algorithm learn algorithm', 'learn algorithm learn', 'stream learn algorithm']
4740231,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.3333333333333333,0.28571428571428575,18,['system', 'enterpris system', 'various system', 'new system']
3744882,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['clickstream', 'web clickstream', 'clickstream data', 'dynam web clickstream']
10005232,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['group', 'featur group', 'dens group', 'group selector']
4306370,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['pattern', 'employ pattern', 'close-knit individu', 'tribe']
11669627,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['label', 'partial label', 'offset tree', 'partial inform']
9133885,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.3333333333333333,0.28571428571428575,18,['factor', 'factor relat', 'matrix factor', 'factor method']
1209092,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,18,['aggreg', 'label aggreg', 'effici aggreg', 'aggreg data']
794717,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.3333333333333333,0.28571428571428575,19,['storytel', 'effici storytel', 'storytel implement', 'effici storytel implement']
303682,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.2,0.22222222222222224,18,['cluster', 'new cluster', 'cluster algorithm', 'hybrid cluster']
10001128,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['applic', 'applic opinion', 'mine applic', 'applic opinion mine']
5133167,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,2,0.5,0.3333333333333333,0.4,17,['deviat', 'statist deviat', 'bias', 'controversi']
510197,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,1,['trajectori cluster', 'regress model', 'mixtur']
89079,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.2,0.22222222222222224,17,['motif', 'seri motif', 'motif discoveri', 'candid motif']
5169771,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,2,0.5,0.5,0.5,18,['scale', 'uniform scale', 'time seri', 'seri motif']
11482753,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.25,0.25,17,['mine', 'text mine', 'mine problem', 'text mine problem']
9683909,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['tree', 'tree frequent', 'search tree', 'decis tree']
329505,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.25,0.25,17,['approach', 'information-theoret approach', 'effect approach', 'mine quantit']
524908,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['space', 'metric space', 'space let', 'metric space let']
14987,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['stream', 'data stream', 'mine data stream', 'high-spe data stream']
14125260,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.25,0.25,17,['descent', 'gradient descent', 'stochast gradient descent', 'large-scal matrix']
9419452,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.5,0.3333333333333333,18,['label', 'partial label', 'label learn', 'correct label']
10201372,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.25,0.25,18,['negoti', 'decis propag', 'heterogen sourc', 'consensus learn']
2353166,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.125,0.16666666666666666,1,['mine ic', 'vlsi test', 'ic test', 'test data']
676107,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.25,0.25,1,['vector machin', 'data select', 'machin classifi', 'support vector']
9729483,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['schema', 'network schema', 'star network schema', 'inform network schema']
13755742,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.3333333333333333,0.28571428571428575,18,['network', 'inform network', 'model network', 'network data']
698383,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,16,['data', 'seri data', 'data mine', 'data stream']
4711482,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['system', 'discoveri system', 'analysi system', 'system inform']
13755977,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,18,['network', 'inform network', 'network data', 'network analysi']
9109385,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.3333333333333333,0.28571428571428575,18,['public', 'anonym transact', 'transact databas', 'anonym transact databas']
4604920,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,18,['median', 'median data', 'median data cube', 'median data structur']
1239715,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,1.0,0.4,17,['learn', 'learn decis', 'cost-sensit learn', 'reinforc learn']
3859887,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.25,0.25,17,['analysi', 'context analysi', 'inform context analysi', 'pattern annot']
10164574,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.3333333333333333,0.28571428571428575,16,['model', 'joint model', 'generat model', 'probabilist generat model']
10201458,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,2,0.5,0.3333333333333333,0.4,18,['biclust', 'possibl biclust', 'coher biclust', 'associ analysi']
14051997,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,18,['network', 'influenc network', 'influence-propag network', 'sparsif']
9642833,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.3333333333333333,0.28571428571428575,16,['seri', 'time seri', 'seri data', 'mine time seri']
340719,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.25,0.25,1,['inform extract', 'approxim inform', 'extract rule', 'explicit bias']
925579,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.2,0.22222222222222224,17,['analysi', 'link analysi', 'analysi measur', 'kernel-bas link analysi']
10561862,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['dump', 'heap dump', 'dump memori', 'dump memori leak']
460977,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['data', 'microarray data', 'data mine', 'differ data']
9624095,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,17,['session', 'session search session', 'session log', 'search session search']
959147,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,15,['diagram', 'decis diagram', 'diagram pattern', 'decis diagram pattern']
9621454,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,18,['literatur', 'biolog literatur', 'literatur figur', 'biolog literatur figur']
4422616,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,0,0.0,0.0,0,18,['sourc', 'sourc pattern', 'multipl sourc', 'dispar sourc']
997055,omega,0.5, 0.5,phi,0.2, 0.2, 0.2, 0.2, 0.2,count precision recall f1 iter,1,0.25,0.3333333333333333,0.28571428571428575,18,['approach', 'profile-bas approach', 'itemset pattern', 'summar']
